year,team,seed,opponent,win,win_margin,previous_tournament,tournament_two_years_back,win percent,wins_in_last_10,percent_of_wins_away,coach_tenure,total_seasons_coaching,coach_final_fours,coach_championships,coach_NBA_draft_picks,automatic_bid,RPI,Sagarin,SOS,Total_Games,ppg,ppg_allowed,Efficiency,Efficiency_Allowed,Rbs_Per_Game,Rbs_Per_Game_Allowed,Steals_Per_Game,Steals_Per_Game_Allowed,Blocks_Per_Game,FG_Percent,3_pt_percent,TS_percent,free_throw_rate,assists_per_game,freshmen_play_time,sophomore_play_time,junior_play_time,senior_play_time,year,opponent,opp_seed,opp_previous_tournament,opp_tournament two years back,opp_win_percent,opp_wins_in_last_10,opp_percent_of_wins_away,opp_coach_tenure,opp_total_seasons_coaching,opp_coach_final_fours,opp_coach_championships,opp_coach_NBA_draft_picks,opp_automatic_bid,opp_RPI,opp_Sagarin,opp_SOS,opp_Total_Games,opp_Points_Scored_Per_Game,opp_Points_Allowed_Per_Game,opp_Efficiency,opp_Efficiency_Allowed,opp_Rbs_Per_Game,opp_Rbs_Per_Game_Allowed,opp_Steals_Per_Game,opp_Steals_Per_Game_Allowed,opp_Blocks_Per_Game,opp_FG_percent,opp_3_pt_percent,opp_TS_percent,opp_free_throw_rate,opp_assists_per_game,opp_freshmen_play_time,opp_sophomore_play_time,opp_junior_play_time,opp_senior_play_time,Round
1996,Bradley,8,stanford,0,-8,0,0,0.7333333333,8,0.3636363636,5,7,0,0,0,0,,55,93,30,71.2,65,,,,,,,,,,,,,,,,,1996,Stanford,9,1,0,0.7142857143,8,0.3,10,18,0,0,7,0,,26,58,28,75.2,66.7,,,,,,,,,,,,,,,,,1
1996,Duke,8,eastern michigan,0,-15,0,1,0.5806451613,6,0.1666666667,16,21,7,2,23,0,,21,12,31,75.4,69.8,,,,,,,,,,,,,,,,,1996,E Michigan,9,0,0,0.8,7,0.375,11,19,0,0,2,1,,42,91,30,82.8,74.9,,,,,,,,,,,,,,,,,1
1996,Georgia  ,8,clemson,1,7,0,0,0.6774193548,8,0.1904761905,1,5,0,0,1,0,,39,60,31,82.7,76.4,,,,,,,,,,,,,,,,,1996,Clemson,9,0,0,0.6071428571,5,0.1764705882,2,9,0,0,4,0,,32,32,28,68,63,,,,,,,,,,,,,,,,,1
1996,UW-Green Bay,8,virginia tech,0,-13,1,1,0.8620689655,9,0.4,1,5,0,0,0,0,,62,155,29,64.9,56,,,,,,,,,,,,,,,,,1996,Virginia Tech,9,0,0,0.7931034483,7,0.3043478261,5,29,0,0,10,0,,43,84,29,70.2,62.9,,,,,,,,,,,,,,,,,1
1997,Kansas,1,jackson st,1,14,1,1,0.9444444444,10,0.2941176471,9,9,2,0,6,1,,2,39,36,84.94444444,66.11111111,113,87.9,42.38888889,32.08333333,9.75,8.583333333,6.166666667,48.8,38.1,56.6,45.2,16.6,5.2,14.29801325,17.58163265,24.63492063,1997,Jackson St,16,0,0,0.4666666667,9,0.2857142857,8,10,0,0,2,1,,249,264,30,71.36666667,74.93333333,94.3,99,38.83333333,39.1,8.366666667,9.2,3.233333333,43.2,30.9,49.7,41,13.5,11.43333333,4.954545455,8.595375723,9.736842105,1
1997,Kentucky,1,montana,1,38,1,1,0.875,9,0.3428571429,8,15,3,1,12,1,,1,23,40,83.125,62.8,112.1,84.7,39.425,34.25,12,6.4,5,47.1,36.9,55,31.3,19.4,11.22222222,23.90526316,10.41935484,25.80412371,1997,Montana,16,0,0,0.65625,8,0.3333333333,6,6,0,0,0,1,,137,185,32,73.09375,68.5,102,95.6,37.90625,35.625,8.15625,7.53125,2.875,46.8,39.5,53.3,37.8,14.9,7.188679245,18.4494382,20.96296296,21.29133858,1
1997,Minnesota,1,texas st,1,32,0,1,0.8857142857,9,0.3225806452,11,17,0,0,6,1,,3,24,35,78.31428571,63.37142857,109,88.2,39.2,33.94285714,9.114285714,7,3.171428571,47.9,34.6,54.8,39.4,16,8.763157895,20.73509934,27.28571429,19.54285714,1997,SW Texas St,16,0,0,0.5517241379,6,0.1875,3,3,0,0,0,1,,220,268,29,70.51724138,69.44827586,100.4,98.9,37.86206897,33.89655172,6.379310345,6.896551724,2.206896552,44.2,36.2,53.6,43.6,11.6,18.02272727,21.96551724,8.340206186,21.07051282,1
1997,UNC,1,fairfield,1,8,1,1,0.8,10,0.3571428571,36,36,5,2,70,1,,4,2,35,77.4,66.68571429,111.4,96,41.57142857,32.2,7.457142857,7.314285714,4.057142857,47.9,37.2,55,33.5,18.1,13.19277108,27.36363636,14.25471698,30.77142857,1997,Fairfield,16,0,0,0.3666666667,5,0.5454545455,6,13,0,0,1,1,,191,172,30,66.36666667,69.16666667,96,100.1,35.5,35.63333333,7.3,7.6,3.566666667,42.9,33.2,50.8,45.3,12.9,17.16,19.74698795,22.72222222,19.15447154,1
1997,Duke,2,murray st,1,3,1,0,0.7272727273,7,0.2916666667,17,22,7,2,23,0,,5,21,33,79.66666667,66.21212121,113.5,94.3,33.84848485,36.63636364,8.484848485,5.545454545,3.96969697,46.2,38.9,56.6,41.3,14.3,11.94318182,20.46296296,23.95327103,20.76344086,1997,Murray St,15,0,1,0.6666666667,7,0.25,2,2,0,0,1,1,,180,276,30,78.63333333,72.46666667,109.4,100.8,38.96666667,38.03333333,7.233333333,5,2.3,44.7,35.9,53.9,34.9,15.4,15.1372549,36.13333333,27.28813559,14.3986014,1
1997,South Carolina,2,coppin st,0,-13,0,0,0.7419354839,8,0.4782608696,4,11,0,0,2,0,,27,52,31,74.41935484,67.03225806,109.3,98.4,36.96774194,34.51612903,7.096774194,7.225806452,3.258064516,45,36.7,55.3,45.9,13.4,9.016129032,22.92307692,23.38709677,25.24193548,1997,Coppin St,15,0,0,0.7096774194,9,0.4090909091,11,11,0,0,0,1,,156,270,31,79.12903226,72.5483871,104.8,96.1,35.58064516,35.80645161,9.290322581,7.516129032,3.322580645,46.4,33.3,55.8,45.5,12.6,5.894736842,16.66304348,23.5,20.12195122,1
1997,UCLA,2,charleston southern,1,34,1,1,0.75,9,0.3333333333,1,1,0,0,0,1,,18,11,32,79.9375,73.75,107.6,99.3,37.875,33.84375,8.09375,7.3125,3.84375,52,34.3,58.3,47.3,16.7,2.388888889,17.07246377,30.04210526,25.89130435,1997,Charleston-Southern,15,0,0,0.5666666667,7,0.4705882353,1,1,0,0,0,1,,214,238,30,71.7,70.06666667,100.3,98,35.9,38.63333333,7.533333333,7.4,3.033333333,42.7,34.9,52.3,39.3,15.5,19.13333333,13.38961039,8.782608696,22.83510638,1
1997,Utah,2,navy,1,14,1,1,0.8787878788,10,0.3448275862,8,13,0,0,4,1,,11,76,33,74.42424242,61.63636364,110.2,91.3,37.87878788,31.39393939,6.272727273,6.212121212,3.272727273,49.6,35.9,57.8,40,17.4,12.25,26.97979798,26.54545455,31.5,1997,Navy,15,0,0,0.6896551724,9,0.3,5,26,0,0,17,1,,173,253,29,72.31034483,67.44827586,102.4,95.6,39,32.03448276,8.379310345,6.24137931,1.75862069,43.3,33.7,50.8,33.8,15.8,7.717391304,8.085714286,18.37724551,24.05747126,1
1997,Cincinnati,3,butler,1,17,1,1,0.7647058824,7,0.2692307692,8,16,1,0,4,0,,8,75,34,80.67647059,65.47058824,115,93.3,39.85294118,30.61764706,7.735294118,6.264705882,2.941176471,49.6,33.2,57.7,47.6,15.4,15.81578947,11.84375,25.28787879,22.82291667,1997,Butler,14,0,0,0.696969697,9,0.3913043478,8,8,0,0,0,1,,75,142,33,69.66666667,60.72727273,103.6,90.3,35.96969697,33.27272727,6.303030303,7,3.727272727,44.9,36.4,53.9,53,13.1,12.67901235,6.154929577,26.92307692,16.31531532,1
1997,Georgia,3,chattanooga,0,-3,1,0,0.7272727273,7,0.375,2,6,0,0,3,0,,39,57,33,72,65.93939394,106.5,97.5,38.66666667,34.54545455,6.090909091,7.363636364,3.696969697,43.8,36.5,53.9,42.4,14.3,6.136363636,25.3030303,16.368,11.69411765,1997,Chattanooga,14,0,1,0.6857142857,7,0.25,12,12,0,0,0,1,,117,220,35,76.57142857,65.17142857,111.9,95.3,38.6,31.28571429,8.228571429,6.628571429,2.371428571,46.3,33.4,55,41.2,15.2,15.91304348,26.38888889,8.395833333,24.62837838,1
1997,New Mexico,3,old dominion,1,4,1,0,0.7575757576,6,0.2,9,22,0,0,10,0,,25,93,33,75.81818182,63.54545455,113.8,95.4,35.75757576,33.36363636,7.03030303,5.818181818,3.96969697,48,37.3,58.4,42.6,16,25.62068966,21.64748201,20,23.81818182,1997,ODU,14,0,1,0.6666666667,7,0.3181818182,3,8,0,0,0,1,,103,145,33,71,66.81818182,101.6,95.7,39.09090909,37.3030303,8,7.666666667,6.636363636,44.5,32,52.2,38.5,14.9,7.323076923,21.2345679,31.60606061,26.37878788,1
1997,Wake Forest,3,st marys,1,22,1,1,0.7741935484,5,0.4166666667,8,11,0,0,3,0,,7,9,31,68.96774194,58.29032258,106.5,90,38.35483871,32.22580645,4.129032258,6.322580645,5.870967742,46.5,36.3,56.3,43.2,13,10.57894737,16.19354839,26.10606061,22.66216216,1997,St Mary's,14,0,0,0.7419354839,9,0.3913043478,6,6,0,0,0,0,,110,152,31,70.58064516,65.06451613,104.3,96.2,34.48387097,34.77419355,6.451612903,7.290322581,4.129032258,46.9,36.5,56.8,46.8,16.9,12.78217822,23.07692308,21.63291139,0,1
1997,Arizona,4,south alabama,1,8,1,1,0.7352941176,6,0.16,14,24,2,0,31,0,,6,5,34,83.88235294,73.26470588,108.4,94.7,40.32352941,38.05882353,10.52941176,7.323529412,2.941176471,45.3,37,53.3,40.7,16.7,18.60795455,27.23880597,31.73684211,0,1997,S Alabama,13,0,0,0.7666666667,9,0.2608695652,2,12,0,0,9,1,,96,211,30,66.23333333,56.63333333,106.8,91.3,37.7,29.86666667,6.066666667,5.966666667,3.833333333,44.6,36.9,53.3,46.5,12.5,4.075,16.28787879,29.24409449,21.32727273,1
1997,Clemson,4,miami oh,1,12,1,0,0.696969697,4,0.3043478261,3,10,0,0,4,0,,12,8,33,68.15151515,61.45454545,106.2,95.8,34.48484848,30.03030303,6.848484848,6.272727273,2.515151515,44.3,31,52.9,45.7,13.8,11.2295082,20.98888889,28.57894737,23.48979592,1997,Miami (OH),13,0,1,0.7,9,0.2857142857,1,12,0,0,2,1,,63,131,30,73.36666667,65,108,95.7,37.1,30.23333333,7.066666667,6,2.866666667,47.3,36.7,55.2,35.9,14.7,20.30645161,31.10169492,0,18.96732026,1
1997,St Joseph's,4,pacific,1,10,0,0,0.7878787879,9,0.3076923077,2,2,0,0,0,1,,40,44,33,71.24242424,66,105.6,97.8,36.06060606,35.51515152,7.242424242,5.848484848,2.393939394,41.2,37.1,52.4,38.3,14,16.54411765,1.307692308,29.16666667,21.96460177,1997,Pacific,13,0,0,0.8,7,0.375,9,12,0,0,0,1,,66,174,30,72.86666667,60,110.7,91.2,34.6,31.03333333,6.8,6.366666667,2.633333333,47.2,38.6,57.1,38.4,16.6,5.789473684,16.40268456,28,0,1
1997,Villanova,4,long island brooklyn,1,10,1,1,0.7058823529,6,0.3333333333,5,9,0,0,1,0,,16,16,34,75.05882353,67.91176471,107.3,97.1,40.55882353,33.73529412,8.441176471,8.205882353,6,46.2,32.7,54.7,43.5,15.2,16.18644068,18.21359223,0,29.83168317,1997,Long Island,13,0,0,0.7,8,0.380952381,2,3,0,0,0,1,,101,205,30,91.53333333,83.56666667,109.2,99.7,40.8,46.23333333,13.2,6.7,2.466666667,43.5,33.6,52,31.3,16.9,24.05128205,8.988764045,37.3,22.33898305,1
1997,Boston College,5,valparasio,1,7,1,0,0.7096774194,8,0.4090909091,11,15,0,0,5,1,,47,60,31,74.35483871,69.12903226,106.9,99.4,38.51612903,33.32258065,7.709677419,6.741935484,2.806451613,45.2,37.1,54.9,45.8,13.2,2.909090909,18.44680851,27.46236559,18.07207207,1997,Valparaiso,12,1,0,0.7741935484,8,0.375,9,21,0,0,0,1,,105,216,31,76,66.06451613,109.9,95.6,38.35483871,32.80645161,7.967741935,6.806451613,2.774193548,47,38.9,55.3,41,15.5,17.94666667,21.375,22.84313725,0,1
1997,California,5,princeton,1,3,1,0,0.71875,7,0.3043478261,1,20,0,0,2,0,,13,13,32,75.0625,67.84375,102.7,92.9,38.0625,35.6875,8.46875,7.40625,4.1875,45.7,32.6,52.8,40.4,16.3,3.980769231,18.87671233,22.31325301,24.52,1997,Princeton,12,1,0,0.8571428571,10,0.5833333333,1,1,0,0,0,1,,78,182,28,64.75,53.42857143,111.6,92.1,25.17857143,29.10714286,7.178571429,5.678571429,1.75,50,37.5,61.8,33.9,14.1,4.228571429,28.81818182,20.40776699,17.32941176,1
1997,Maryland,5,charleston,0,-9,1,1,0.65625,4,0.3333333333,8,19,0,0,14,0,,10,20,32,75.1875,66.75,101.1,89.7,38.34375,34.125,8.8125,7.1875,3.5,46.4,31.2,53.9,50.2,16.2,2.842105263,24.55813953,26.171875,20.93150685,1997,College of Charleston,12,0,0,0.90625,10,0.3793103448,18,18,0,0,0,1,,85,246,32,78.25,65.875,110.9,93.4,35.625,34.4375,9.125,6.46875,4.5625,49,36.2,54.9,40.2,16.2,2,14.04054054,23.35416667,31.9375,1
1997,Tulsa,5,boston,1,29,1,1,0.7058823529,6,0.3333333333,2,2,0,0,0,0,,22,74,34,72.44117647,62.97058824,104,90.4,41,34.64705882,7.941176471,8.705882353,3.735294118,43.8,34.1,52.9,43.5,15.1,12.10191083,19.88157895,5.666666667,26.32835821,1997,Boston U,12,0,0,0.8333333333,9,0.44,3,5,0,0,0,1,,118,179,30,67.33333333,61.96666667,97.5,89.8,36.7,36.46666667,7.633333333,5.633333333,4.466666667,43.3,29.9,51.5,35.7,14.8,14.87209302,35.6,18.84,26.91860465,1
1997,Illinois,6,southern california,1,13,0,1,0.6875,7,0.2727272727,1,15,1,0,5,0,,21,41,32,76.5,68.65625,107.2,96.2,33.625,34.96875,7.78125,4.78125,1.96875,44.2,37.7,54.5,36,16.1,12.09090909,5.302325581,21.90909091,29.34782609,1997,USC,11,0,0,0.6071428571,7,0.3529411765,2,2,0,0,0,0,,36,12,28,79.60714286,76.32142857,102.1,97.8,37.32142857,36.5,9.25,7.25,2.964285714,44.1,34.6,53.6,45,14.9,15.39548023,3.25,0,26.62616822,1
1997,Iowa St,6,illinois st,1,12,1,1,0.7096774194,5,0.2272727273,3,11,0,0,3,0,,35,65,31,67.51612903,60.38709677,103,92.1,35.5483871,33.83870968,5.709677419,6.967741935,5.161290323,45.3,40.1,53,41.8,15.6,9.711538462,21.55294118,22.59322034,33.51612903,1997,Illinois St,11,0,0,0.8,8,0.4166666667,4,4,0,0,0,1,,51,109,30,74.2,65.66666667,105,92.9,38.96666667,35.23333333,7.133333333,7.666666667,3.6,45.3,35.6,53.8,38.3,17.6,3.090909091,19.36764706,25.90322581,0,1
1997,Louisville,6,massachusettes,1,8,1,1,0.7428571429,5,0.3461538462,26,26,3,1,34,0,,46,43,35,75.17142857,70.91428571,105.5,99.6,35.82857143,36.25714286,8.771428571,7.685714286,2.628571429,44.8,33.1,54.1,41.7,15.3,18.33846154,0,16.27659574,23.63768116,1997,Massachusetts,11,1,1,0.5757575758,7,0.4210526316,1,1,0,0,0,0,,54,26,33,66.42424242,64.63636364,102,99.3,37.66666667,35.09090909,6.848484848,6.454545455,5,43,33.5,50.2,32.4,14.8,14.4893617,21.60784314,21.96721311,34,1
1997,Stanford,6,oklahoma,1,13,1,1,0.7333333333,7,0.2727272727,11,19,0,0,7,0,,9,27,30,80.9,69.03333333,111.5,95.1,40.23333333,33.73333333,6.933333333,6.533333333,3.933333333,44.8,38.9,55.3,40.9,17.7,11.56410256,19.58870968,17.72,23.86440678,1997,Oklahoma,11,1,1,0.6333333333,6,0.2105263158,3,14,0,0,2,0,,31,84,30,74.26666667,65.33333333,107.1,94.2,35.13333333,33.66666667,8.733333333,6.666666667,3.233333333,43.1,35.1,53.2,42.1,13.3,21.99212598,17.69105691,36,0,1
1997,Charlotte,7,georgetown,1,12,0,1,0.7096774194,8,0.4090909091,1,1,0,0,0,0,,52,60,31,71.51612903,65.93548387,104.8,96.6,38.09677419,35.67741935,6.741935484,5.774193548,3.580645161,41.8,34.1,51.3,36.8,14.2,4.019607843,23.61290323,33.48387097,22.04347826,1997,Georgetown,10,1,1,0.6666666667,8,0.4,25,25,3,1,26,0,,50,71,30,69.43333333,62.86666667,85.2,86.2,44.93333333,39.76666667,10,9.066666667,6.5,39.9,29.8,45.8,36.5,12.6,14.08955224,17.67307692,35.07894737,32.2,1
1997,Marquette,7,providence,0,-22,1,0,0.7096774194,8,0.4090909091,3,11,0,0,1,1,,34,99,31,68.03225806,57.77419355,102.4,87,38.87096774,34.35483871,7.322580645,6.838709677,5.774193548,44,33.9,52.3,38.5,14.5,9.048543689,18.53225806,19.06818182,28.32183908,1997,Providence,10,0,0,0.6666666667,4,0.2916666667,3,12,0,0,5,0,,29,32,36,76.52777778,70.13888889,104.4,95.7,37.19444444,36.05555556,9.333333333,6.861111111,3.833333333,44.7,33.6,53.6,38.7,16.1,11.97802198,20.36363636,1.166666667,28.64971751,1
1997,Wisconsin,7,texas,0,-13,0,0,0.6428571429,7,0.3333333333,2,21,0,0,2,0,,37,17,28,59.07142857,55.28571429,94,88,33.96428571,31.60714286,6.678571429,6.928571429,3.392857143,41,33.7,49.7,40.9,11.9,17.29577465,21.54700855,15.87142857,27.32142857,1997,Texas,10,1,1,0.6,5,0.2222222222,9,26,0,0,9,0,,43,15,30,76.33333333,73.46666667,101.9,98,38.83333333,40.13333333,9.333333333,7.6,4.4,41.3,32.2,51,39.1,12.8,12.56944444,23.26666667,17.90384615,24.94186047,1
1997,Xavier,7,vanderbilt,1,12,0,1,0.7931034483,8,0.3913043478,3,4,0,0,0,0,,20,79,29,83.20689655,72.34482759,108.2,94.1,38.03448276,31.34482759,10.96551724,8.482758621,2.75862069,48.8,33.7,57.4,46.9,18.3,22.8961039,24.90517241,15.38983051,8.577777778,1997,Vanderbilt,10,0,0,0.6129032258,7,0.2631578947,4,6,0,0,0,0,,48,46,31,69.5483871,65.48387097,100.9,95,31.80645161,34.25806452,9.709677419,7.290322581,1.935483871,44.4,34.4,54.6,50,14.7,15.22680412,22.07843137,27.10752688,0,1
1997,Indiana,8,colorado,0,-18,1,1,0.6666666667,5,0.2727272727,26,32,2,2,37,0,,32,18,33,72.63636364,68.09090909,103.9,97.4,36.12121212,35.51515152,6.424242424,6.666666667,3.848484848,43.8,37.4,54.9,49.8,13.9,19.85234899,9.386363636,23.3968254,11.96875,1997,Colorado,9,0,0,0.6875,5,0.2727272727,2,2,0,0,0,0,,57,66,32,73.125,69.625,99.6,94.8,39.03125,41.34375,8.0625,7.03125,5.53125,42,36.2,49.9,40.9,14.7,14.2519685,18.84946237,21.65517241,23.76041667,1
1997,Iowa,8,virginia,1,13,1,0,0.6875,6,0.2727272727,11,26,0,0,15,0,,14,29,32,72.3125,63.6875,109,96,38.46875,28.65625,7.5625,7.96875,4.0625,47.5,39.7,56.3,42,14.7,13.34579439,17.60843373,23.71052632,32.8,1997,Virginia,9,0,1,0.5806451613,4,0.3333333333,7,7,0,0,3,0,,30,3,31,67.70967742,65,103.5,99.4,37.03225806,35.61290323,5.419354839,5.838709677,4.290322581,42.7,36.2,51.4,32.8,12.5,12.91150442,19.3,23.13953488,29.19672131,1
1997,Mississippi,8,temple,0,-22,0,0,0.6896551724,8,0.2,5,5,0,0,0,0,,49,72,29,69,63.48275862,102.9,94.7,36.4137931,31.72413793,7.551724138,6.448275862,3.551724138,43.6,30.5,51,37.1,13.5,11.03846154,21.7983871,23.31578947,5.62962963,1997,Temple,9,1,1,0.6451612903,7,0.35,15,25,0,0,11,0,,23,28,31,66.29032258,60.64516129,105.5,96.6,39.06451613,34,8.096774194,4.806451613,3.774193548,39.8,29.1,48.6,37.8,11.2,24.65100671,1.592592593,25.81553398,0,1
1997,Purdue,8,rhode island,1,7,1,1,0.6,7,0.3333333333,17,19,0,0,13,0,,44,6,30,72.06666667,70.73333333,101.1,99.2,35.7,35.63333333,8.333333333,8.1,3.866666667,42.3,33.9,52.2,43.1,14.7,21.46853147,27.23333333,26.08860759,4.652173913,1997,Rhode Island,9,0,0,0.6666666667,8,0.4,9,9,0,0,0,0,,17,64,30,80.66666667,70.56666667,110.6,96.8,39.06666667,38.6,8.766666667,7.166666667,4.833333333,46.1,36.3,54.2,33.2,16.1,0,21.93333333,24.78873239,14.68571429,1
1998,Arizona,1,nicholis st,1,39,1,1,0.8571428571,9,0.4,15,25,3,1,31,1,,3,23,35,90.77142857,74.57142857,115.7,95,39.22857143,36.48571429,10.05714286,6.571428571,3.228571429,48.8,37.7,57.5,36.5,19.3,5.213114754,18.7987013,24.75714286,29.95714286,1998,Nicholls St,16,0,0,0.6551724138,9,0.4210526316,8,8,0,0,0,1,,202,233,29,76.82758621,75.65517241,103.4,101.9,33.17241379,37.03448276,10.20689655,8.034482759,3.068965517,46,32.6,54,39.4,16.6,8.731707317,21.70175439,18.16935484,24.70886076,1
1998,Duke,1,radford,1,36,1,1,0.8888888889,9,0.375,18,23,7,2,23,0,,1,11,36,85.61111111,64.11111111,116.7,87.4,38.25,35.33333333,9.416666667,5.527777778,5.083333333,47.5,36.9,56.3,42.1,14.3,17.72727273,17.14864865,17.77027027,18.58035714,1998,Radford,16,0,0,0.6666666667,10,0.3,7,12,0,0,0,0,,199,282,30,75.7,72.06666667,104.7,99.6,34.96666667,34.73333333,7.966666667,8.566666667,3.066666667,47,38.4,56.7,35.7,16.7,4.076923077,18.91463415,20.47457627,26.55462185,1
1998,Kansas,1,prarie view,1,58,1,1,0.8974358974,10,0.2857142857,10,10,2,0,8,1,,5,46,39,84.61538462,67.38461538,112.2,89.4,43.15384615,34.15384615,8.076923077,8.102564103,5.641025641,49.3,37.5,56.2,33.2,19.1,11.45454545,13.06896552,29.00934579,21.15384615,1998,Praire View,16,0,0,0.4333333333,7,0.3846153846,8,24,0,0,2,1,,285,236,30,72.5,80.13333333,90.5,100,41.6,47.06666667,9.133333333,7.733333333,2.766666667,39.7,26.7,46.2,42,10.5,5.763157895,19.16666667,10.79661017,21.29411765,1
1998,UNC,1,navy,1,36,1,1,0.8947368421,8,0.2941176471,1,1,0,0,0,1,,2,5,38,81.92105263,65.63157895,118.2,94.7,39.78947368,32.36842105,6.815789474,6.052631579,4.947368421,51.8,36.2,59.2,42.9,18.4,4.826446281,23.08196721,31.88495575,28.35526316,1998,Navy,16,1,0,0.6333333333,8,0.3684210526,6,27,0,0,17,1,,184,260,30,71.06666667,64.7,97.9,89.1,40.16666667,34.93333333,9.4,8.066666667,3.233333333,43.4,29.7,49.8,40.4,13.8,9.391891892,12.76744186,21.01818182,17.39130435,1
1998,Cincinnati,2,northern arizona,1,3,1,1,0.8181818182,9,0.2222222222,9,17,1,0,5,1,,14,77,33,76.06060606,63.18181818,108,89.7,40.12121212,31.78787879,7.818181818,6.303030303,4.424242424,45.7,34.7,54.2,47.6,12.5,6.352941176,28.6,20.00757576,23.40769231,1998,N Arizona,15,0,0,0.724137931,9,0.3333333333,4,4,0,0,0,1,,85,218,29,80.20689655,67.37931034,112.5,94.5,33.86206897,30.68965517,7.793103448,7.448275862,2.862068966,51.1,43,62,39.7,18.1,23.77142857,16.54320988,19.10309278,18.87755102,1
1998,Kentucky,2,south carolina st,1,15,1,1,0.8974358974,9,0.3142857143,1,7,0,0,3,1,,4,9,39,80.07692308,66.97435897,111.7,93.5,42.07692308,33.84615385,8.743589744,6.948717949,6.153846154,48.2,36.7,55.8,33.8,17.7,8.363636364,14.73684211,25.62337662,19.63157895,1998,SC State,15,0,1,0.7333333333,9,0.4545454545,11,11,0,0,0,1,,207,296,30,74.36666667,69.96666667,104,97.9,36.16666667,34.5,7.3,6.7,4.3,46.2,39.8,55.1,46.2,10.7,23.48453608,12.8245614,25.10869565,0,1
1998,Purdue,2,delaware,1,39,1,1,0.7777777778,7,0.3214285714,18,20,0,0,13,0,,7,13,36,83.72222222,72.27777778,113.4,97.9,37.19444444,35.05555556,8.694444444,7.25,3.805555556,48.4,37.4,58,39.5,18.9,12.10526316,18.41847826,28,30.98550725,1998,Delaware,15,0,0,0.6666666667,8,0.3,3,3,0,0,0,1,,159,193,30,73.03333333,70.36666667,99,95.3,35.73333333,36.76666667,8,7.9,2.933333333,44.5,36.3,53.8,40.7,14,22.55172414,19.48958333,17.15217391,32.45,1
1998,Uconn,2,farleigh dickinson,1,8,0,1,0.8648648649,9,0.28125,12,26,0,0,16,1,,8,30,37,76.64864865,63.86486486,109.6,91.3,39.10810811,35.10810811,8.486486486,6.486486486,4,45.8,35.7,54.8,38,14.3,14.61111111,23.2654321,19.74038462,0,1998,FDU,15,0,0,0.7666666667,8,0.4347826087,15,15,0,0,1,1,,116,221,30,83.7,75.1,106.8,95.8,45.66666667,36.53333333,8.133333333,9.433333333,6.133333333,45.2,36.5,54.8,45.4,14.6,3,1.444444444,17,23.05202312,1
1998,Michigan,3,davidson,1,19,0,1,0.7352941176,8,0.32,1,4,0,0,0,1,,12,10,34,77.35294118,67.17647059,110.9,96.3,38.64705882,31.91176471,7.147058824,7.529411765,4.058823529,48.9,41.9,58.3,38.2,15.8,9.821917808,18.0483871,23.63917526,28.37894737,1998,Davidson,14,0,1,0.6666666667,10,0.35,9,9,0,0,0,1,,150,200,30,71.26666667,66.23333333,100.9,93.8,37.33333333,33.96666667,7.433333333,7.9,2.066666667,43.3,35.1,52.5,37.4,15.7,2.392857143,22.52272727,18.76576577,16.46086957,1
1998,South Carolina,3,richmond,0,-1,1,0,0.7419354839,6,0.3043478261,5,12,0,0,2,0,,30,19,31,71.32258065,67.35483871,103.4,97.7,37.70967742,35.83870968,5.903225806,7.419354839,3.774193548,44.3,33.3,53.9,48.1,12.5,8.711111111,16.46428571,22.7483871,29.83870968,1998,Richmond,14,0,0,0.7419354839,8,0.347826087,1,16,0,0,0,1,,87,169,31,69.96774194,61.93548387,112,99.2,32.03225806,33.77419355,6.096774194,4.677419355,3.129032258,45.6,39.8,55.5,32.7,14.1,6.322033898,29.68333333,17.2037037,25.54032258,1
1998,Stanford,3,charleston,1,10,1,1,0.8571428571,8,0.3666666667,12,20,0,0,8,0,,10,26,35,80.2,68.28571429,113.6,96.7,41.25714286,31.94285714,5.228571429,7.171428571,3.171428571,45.5,40.8,56.1,42.2,16.3,9.946666667,15.0530303,23.02173913,19,1998,College of Charleston,14,1,0,0.8,8,0.3333333333,19,19,0,0,1,1,,105,289,30,70.06666667,55.4,105.2,83.1,36.03333333,34.23333333,10.8,5.3,4.166666667,46.1,34.4,52.6,36.3,14.4,4.617021277,3,21.94666667,27.6,1
1998,Utah,3,san fransisco,1,17,1,1,0.8823529412,7,0.4,9,14,0,0,5,0,,18,79,34,70.02941176,57.61764706,111.3,91.5,37.02941176,27.05882353,5.764705882,6.117647059,3.264705882,48,37.3,57.5,47.7,14.6,10.31666667,16.67924528,28.88118812,27.375,1998,San Francisco,14,0,0,0.6333333333,7,0.4210526316,3,3,0,0,0,1,,67,127,30,73.23333333,66.3,105.9,95.9,35.83333333,30.3,8.533333333,6.333333333,2.433333333,46.7,34.6,54.6,31.5,15.4,15.47787611,22.5,19.23728814,24.77777778,1
1998,Maryland,4,utah st,1,14,1,1,0.65625,7,0.1904761905,9,20,0,0,15,0,,11,1,32,78.75,72.0625,102.3,93.6,39.71875,37.75,8.59375,7.28125,4.9375,46.1,34.9,53.7,40.3,18.8,13.96470588,2.409090909,24.84615385,24.51041667,1998,Utah St,13,0,0,0.7575757576,8,0.28,5,8,0,0,0,1,,86,128,33,71.96969697,64.84848485,108.7,98,35.60606061,29.87878788,5.545454545,4.727272727,2.060606061,48.3,42.9,55.8,42.1,10.7,13.74545455,28.93939394,35.84848485,28.45192308,1
